"das_voyage_id","type_of_ship","particulars"
"98795","","The 4 passengers included one slave."
"96093","",""
"94686","","The VOSMAAR called at S. Tiago from 01 till 09-08-1754, where one seafarer and three soldiers deserted, another soldier died."
"91153","","18-08-1606 burnt in action before Malacca."
"92819","fluit",""
"97121","","The master was vice-commandeur of the return fleet."
"91572","hoeker","Second departure from the Maas on 16-12-1667."
"91176","jacht","Captured and burnt by the Spaniards off Manilla 25-04-1610."
"96037","",""
"91570","bootje","The ship was laid up at Batavia on 03-09-1680."
"92787","fluit","The ship stayed at Portsmouth from 22-12-1695 till 03-04-1696."
"92161","pinas",""
"94884","","Between patria and the Cape six seafarers, one soldier and one craftsman were pressed by the English; between the Cape and Batavia two seafarers went missing. After having arrived at Batavia the ADMIRAAL DE RUYTER sailed on to China."
"93157","","The passengers were stowaways."
"91376","","Stayed in the Indies."
"99073","fluit",""
"94716","","The BARBARA THEODORA called at Duins twice: 17 till 23-08-1755 and 27-08 till 17-09-1755; during the first call two seafarers died, during the second call three seafarers and one craftsman died, two seafarers and two soldiers deserted. Some of the 89 persons who went ashore at the Cape were handed over to the law. At Bantam 58 soldiers disembarked."
"91383","jacht","From 12-04 till 16-04 at Maio Island; the ship stayed in the Indies."
"94091","","During the voyage one soldier became a seafarer. From 02-08 till 02-09-1737 the PALLAS was at Simon Bay, a part of False Bay."
"99067","","The 4 passengers included one slave. The SLOT CAPELLE sailed for the Chamber Rotterdam; because of a storm, however, the ship did not return to Goeree, but to Texel."
"94097","","3059/7014 Is the third voyage of the ZORGWIJK, which during its first voyage (see 2896/-) was called VOORDUIN."
"92688","galjoot","The ship was taken on its way from Surat by an Arabian pirate on 11-10-1704."
"98826","","The 6 passengers included one condemned person."
"96031","","Burnt on 20-04 or 30-04 at 4°33' North."
"98901","","From 03 till 18-05-1782 the HUIS TE SPIJK was at Mauritius. On 14-07-1 782 the ship arrived at False Bay; departure on 03-09-1 782; arrival at the Cape on 06-09-1782. The ship never returned to patria. In 1784 it made at least one voyage to Mauritius and back to the Cape. Eventually the HUIS TE SPUK was laid up there, in 1786."
"94202","","On 14-01-1740 the SCHEIJBEEK arrived at Robben Island."
"95246","",""
"97044","jacht","Aboard the WATERINGEN was Jan Koenraad de Lamer, schout-bij-nacht of the return fleet."
"95645","","In 1792 the ZEEPAARD was sold and broken up at Batavia."
"98716","",""
"94846","","From 19 till 23-01-1761 the ROTTERDAM was at Duins where 5 seafarers and one soldier were pressed by the English."
"96597","fluit","Acc. To Daghregister 1676 the ship departed on 17-11-1675 from Ceylon and arrived on 13-03-1676 at the Cape."
"96257","jacht","Via St. Helena."
"94895","","From 24-09 till 02-10-1762 the HUIS TE BIJWEG was at Duins. The ship sailed on to China."
"97423","fluit",""
"95608","hoeker","The following data refer to both the VERWACHTING and the DRECHTERLAND (4588):  337 seafarers,  119 soldiers, 7 craftsmen, and 2 passengers departed from Texel; 275 seafarers, 62 soldiers, 5 craftsmen, and 3 passengers arrived at Batavia."
"92678","pinas",""
"92424","","Via England, where 8 seafarers and 1 soldier deserted. 9 seafarers and 2 soldiers were pressed. The master was succeeded by Leendert Laurensz. No call at the Cape because of danger of war. One seaman turned out to be a woman."
"97710","",""
"92498","fluit","Acc. to K.A. 1261 the ship departed from Goeree on 07-05-1682. Via S. Tiago."
"98801","",""
"97628","",""
"98688","",""
"93107","fluit","Returned together with BEVERWAART (2046); out again 17-07-1709; at S. Tiago from 17-09 till 23-09-1709. Laid up at Batavia on 30-11-1717."
"98364","","The six passengers included four condemned persons; they disembarked at the Cape."
"95985","jacht","Departure from St. Helena 20-06-1623."
"95130","","See the SCHOONZICHT (4076). The following data refer to the crew of the DAMZICHT as well as to the crew of the LANDSKROON (see 4080): 456 seafarers, 236 soldiers,, 25 craftsmen, and 26 passengers departed from the Republic or embarked at the Cape; 357 seafarers, 155 soldiers, 20 craftsmen, and 3 passengers arrived at Batavia."
"97436","fluit",""
"94835","",""
"92328","fluit","Via S. Tiago. The ship was laid up at Batavia on 03-09-1680."
"91497","fluit","Stayed in the Indies."
"91049","",""
"97260","","Commandeur of this return fleet was Hayman de Laver on the WESTERDIJKSHORN (6408)."
"98174","","Part of the cargo (152,945) consisted of tea."
"96397","",""
"95028","","See the LUXEMBURG (3959)."
"93774","fluit","On 21-05-1729 wrecked at the coast of Malabar."
"99030","hoeker",""
"91225","",""
"95104","","See the LEKKERLUST (4046) and the BURCH (4052)."
"93797","fluit","Two soldiers became seafarers."
"93205","","Among the passengers were 13 stowaways, one of them died. Two children were born during the voyage."
"92989","",""
"95314","","The VELDHOEN called at S. Tiago, where 2 soldiers disembarked. The ship was laid up in the Indies, 01-01-1780."
"97249","",""
"95449","","Originally the ZEEPAARD set out on 11-09-1781; five days later, however, the ship returned to Texel. During the voyage three members of the crew deserted. The high death-rate was due to scurvy. See also the BOT (4392)."
"98407","","The four passengers included one condemned person; he was transported to the Cape to serve his sentence: a fifty years banishment in chains."
"98151","","After the return of the ship at Texel its name was changed into HUIS TE RENSBURG (3432/7336)."
"95370","","See the PALLAS (4318)."
"92250","fluit",""
"99224","","Crew at the Cape: 130. The 19 passengers included nine condemned persons; six criminals disembarked at the Cape."
"96162","",""
"96973","pinas","Jakob Broek was commandeur of the combined fleet."
"98728","","The DUINENBURG was wrecked between the Cape and patria."
"93311","fluit",""
"98215","",""
"93095","","The ship was taken by the French at Ceylon in 1709."
"95575","fluit","According to K.A. 4298 the departing crew consisted of 331 men."
"91549","fluit",""
"97952","fregat",""
"94622","","The WOITKENSDORP called at S. Tiago from 06 till 13-07-1752. The ship was sold in the Indies on 31-12-1758."
"94674","","The JAGER called at S. Tiago from 06 till 12-01-1754, where one seafarer deserted. The two passengers who embarked at the Cape were a condemned seafarer and an ex-exile who for ten years had been banished from Batavia. During the voyage one soldier possibly became a seafarer. Since March 1755 the JAGER was called BAARZANDE (see 7453 etc.)."
"98152","",""
"97726","","Stayed in Mosselbaai."
"99230","","Crew at the Cape: 103."
"93708","","Back at Texel from 29-06 till 30-06-1725; from 10-07 till 12-07-1725 at the Shetland Islands."
"95689","","After having arrived at Batavia the VASCO DA GAMA sailed on to China."
"98050","","Pieter Jellesz. was schout-by-nacht of the return fleet. The 117 men aboard the TOLSDUIN included 90 seafarers."
"96395","jacht",""
"93939","",""
"91223","",""
"92288","",""
"94331","","The passengers who embarked at Rammekens included one female slave. From 06 till 18-02-1744 the ship was at S. Tiago where one seafarer was taken over by the RUITER (see 3296). 7 Condemned criminals embarked, two of them died on the way to Batavia."
"94218","","From 22-06 till 06-07-1740 the ship was at S. Tiago."
"95670","","See the VROUWE MARIA KORNELIA (4631)."
"97177","fluit","Commandeur of the return fleet was Anthonie Valkenier aboard the SAMSON (6300); Arie Turfkloot, master of the HOEDEKENSKERKE (6295), was vice-commandeur; schout-bjj-nacht was Klaas van Noort aboard the GAMRON (6294)."
"95435","","During the voyage one man deserted."
"91326","","Stayed in the Indies and lost in Japan, 1634."
"97933","",""
"95438","","In 1782 the ship sank in the Indies."
"93865","","At Plymouth from 26-12 till 28-12-1729."
"95688","",""
"91179","","Fleet (0118-0130) under adm. Pieter Willemsz. Verhoeff aboard the GEÜNIEERDE PROVINClËN and vice-adm. Frans Hendriksz. Wittert aboard the MIDDELBURG. The 3 Zeeland ships and the mainfleet met at Maio I. February 1608; from 15-05 till 02-06 at St. Helena; 28-06 somewhere in the regions off the Cape; from 28-06 till 23-08 the fleet started operations against the Portuguese at Mozambique; from 18-09 till 02-10 off Goa."
"98460","","Crew at the Cape: 97"
"98254","",""
"92601","galjoot","Via S. Tiago. The ship stayed at the Cape. On 16-01-1690 wrecked at Klippenpunt about 15 miles west of Cape St. Francis."
"94577","","The LUXEMBURG carried 20 cases filled with silver, destined for Bengal (see also 3513)."
"97692","",""
"98777","",""
"92976","fluit",""
"93863","",""
"94927","","From 05 till 15-10-1763 the ASCHAT was at Duins: 7 seafarers and one soldier were pressed by the English. After having arrived at Batavia the ship sailed on to China."
"95736","","According to K.A. 4328 93 soldiers were aboard the VROUWE MARIA KORNELIA, when it departed from Rammekens."
"98951","","Soon after the departure from Batavia the HOORN sprang a leak. The ship possibly had to return. According to K.A. 4289, fol. 464 the master was called Jan Thierens."
"91451","","No ports of call; stayed in the Indies."
"99208","","The master of LEKKERLAND, Nikolaas de Beer, was commandeur of the return fleet. The ten passengers included five condemned persons; four of them disembarked at the Cape."
"94383","","The BAARZANDE called at Duins from 12-03 till 10-04-1757, where two seafarers and one soldier died; two seafarers and one soldier were pressed by the English. The ship did not call at the Cape but at Simon's Bay, a part of False Bay. During the voyage one soldier probably became a seafarer. 3694/7566 Is the fourth voyage of this ship, which during its first two voyages and the outward part of its third voyage was called JAGER (see 3612/7453)."
"96334","fluit",""
"92860","","From 12-02 till 12-03-1699 at Wight."
"93163","","The passenger was a stowaway."
"96806","fluit","Acc. toK.A. 4007 the crew consisted of 125 men. Via Saldanha Bay (01 till 27-05-1692)."
"97434","",""
"96868","",""
"94016","","Wrecked at departure on 03-02-1735."
"94854","","3803/- Is the fifth voyage of this ship, which during its preceding four voyages was called SLOTERDIJK (number of the fourth voyage: 3761/7536); in 1768 the VROUWE REBECCA JACOBA was laid up in the Indies."
"91763","",""
"96977","pinas",""
"92877","pinas",""
"97350","",""
"96136","",""
"94943","","The passenger was a female slave. 3892/- Is the third voyage of this ship, which during its two preceding voyages was called BARBARA THEODORA (numbers of the second voyage: 3779/7584)."
"96619","",""
"96294","jacht","From 25/28-03 till 08-04-1659 at St. Helena."
"96787","",""
"92702","fluit",""
"98413","","Crew at the Cape: 123. After the arrival of the ship at patria its name was altered into SLOTERDIJK (see 3811/7664)."
"96423","fregat",""
"98411","","The seven passengers included one slave. 3694/7567 was the fourth voyage of this ship, which during its first two voyages and the outward part of its third voyage was called JAGER (3612/7453)."
"98942","","See also the MERENBERG (8120)."
"92128","",""
"98139","","From 06 till 08-01-1747 the EINDHOEF was at anchor off Robben Island."
"92736","fluit","Via Bergen (Norway), 13-02 till 27-08-1694."
"98642","","The 9 passengers included 3 slaves."
"96922","pinas","Carried the cargo of the WAALSTROOM (6015), which had been laid up at the Cape in 1700."
"93263","",""
"98516","","Aboard the DUINENBURG was Hendrik Booms, commandeur of the return fleet. The 12 passengers included six slaves (of whom one female)."
"95178","","The HUIS TER MEIJEN made two earlier attempts to put out: 18-11-1771 (back at Texel the next day) and 07-12-1771 (return: 19-12); 31-12-1771 was the final date of departure. According to data recorded at the Cape the HUIS TER MEIJEN departed from Texel with a crew consisting of 248 persons."
"91906","galjoot","Via S. Tiago. Lost at Tanete (north of Macassar), March 1660."
"96910","pinas",""
"96303","","The crew included 3 passengers."
"92074","fluit","Via the Wielingen, departure on 26-01-1662."
"91186","jacht","Captured by the Spaniards near Manila, 15-07-1610."
"94654","fluit","The MEERVLIET called at Bahia de Todos os Santos (All Saints' Bay) from 03-12-1753 till 20-01-1754, where 20 seafarers deserted or died. The 6 seafarers who disembarked at the Cape included one condemned person; he was sent back to patria on the OSDORP (see 7419). The ship carried among other things f 74,550 in cash. It was laid up at Malacca on 31-12-1758."
"99023","",""
"98177","","The 108 men aboard the SPARENDIJK included 7 passengers. From 21-03 till 05-04-1748 the ship was at anchor off Robben Island."
"92845","fluit","One child was born during the voyage."
"94614","",""
"97756","",""
"91518","","0480-0493 (except 0486) departed with 2669 men, arrived with 2511, amongst whom 637 soldiers; death-toll 158 (Coolhaas, I, 598)."
